Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1cec4e58,2024-09-11,2024-09-16,Second Class,75ce08,Bhavin Roy,Home Office,India,Hyderabad,500001,a569fde9-0,Furniture,Chairs,Chairs - Eveniet,652.14,1,0.3,36.01
70ee8219,2024-06-29,2024-07-04,First Class,59c7f8,Gatik Krish,Home Office,India,Bengaluru,560001,8d574ad3-f,Technology,Copiers,Copiers - Voluptas,4016.26,6,0,817.16
ecb4248c,2025-05-18,2025-05-23,Second Class,177455,Miraya Bora,Corporate,India,Chennai,600001,a54770a9-e,Office Supplies,Pens,Pens - Soluta,3600.32,4,0.1,707.5
abefa4b4,2024-09-28,2024-10-03,Second Class,298890,Reyansh Lad,Corporate,India,Ahmedabad,380001,c51051b2-4,Furniture,Chairs,Chairs - Explicabo,2377.7,4,0.1,318.67
fd20bbb0,2024-11-14,2024-11-16,First Class,c65e97,Trisha Manda,Corporate,India,Hyderabad,500001,3791de78-b,Office Supplies,Paper,Paper - Occaecati,6016.52,10,0.3,223.07
fa2dc089,2024-11-18,2024-11-19,First Class,1e3908,Vaibhav Koshy,Home Office,India,Kolkata,700001,b30aef37-4,Office Supplies,Pens,Pens - Illum,4520.33,8,0.2,739.41
973eddc7,2024-10-05,2024-10-08,Standard Class,b6c44e,Hansh Thakkar,Home Office,India,Bengaluru,560001,c17cbb4f-0,Technology,Copiers,Copiers - Fuga,2105.9,10,0,496.2
2a166b4a,2025-06-06,2025-06-07,First Class,0a9671,Kismat Jhaveri,Consumer,India,Chennai,600001,d9d0136d-a,Furniture,Bookcases,Bookcases - Ratione,7289.6,9,0.1,708.82
5bc728b7,2025-03-15,2025-03-21,Second Class,8649cd,Kiaan Shukla,Consumer,India,Pune,411001,de05352b-8,Office Supplies,Pens,Pens - Eligendi,4243.31,6,0.1,895.27
3650bd10,2025-05-03,2025-05-04,First Class,31a02c,Neelofar Sarraf,Corporate,India,Kolkata,700001,4398f6c0-7,Office Supplies,Paper,Paper - Animi,4929.86,9,0,360.81
e048f3d6,2025-05-20,2025-05-22,First Class,dfbd4c,Lavanya Sidhu,Corporate,India,Jaipur,302001,c2674514-2,Furniture,Tables,Tables - Est,444.91,1,0.1,68.68
3c1153d3,2024-08-21,2024-08-23,First Class,410376,Anika Gade,Home Office,India,Jaipur,302001,1fbf9e8a-a,Office Supplies,Paper,Paper - Nisi,234.99,1,0,22.17
6458f8f9,2024-12-21,2024-12-23,First Class,105e3b,Neelofar Roy,Corporate,India,Hyderabad,500001,91d7b3b0-9,Office Supplies,Paper,Paper - Nulla,1397.4,2,0.1,207.95
8527c47d,2025-05-31,2025-06-06,First Class,0eb573,Bhamini Sura,Consumer,India,Mumbai,400001,73860f7e-0,Furniture,Bookcases,Bookcases - Sed,1780.31,2,0.2,298.09
2a6d1c64,2024-07-01,2024-07-06,Standard Class,003402,Jhanvi Divan,Corporate,India,Kolkata,700001,6d3b70a2-6,Office Supplies,Paper,Paper - Accusantium,4672.55,5,0.1,415.92
67ab92b0,2025-02-01,2025-02-05,First Class,592d06,Hrishita Varghese,Consumer,India,Pune,411001,d23c2817-1,Technology,Copiers,Copiers - Iusto,2534.5,3,0.1,416.55
8192f0f9,2024-08-09,2024-08-16,First Class,1a2573,Mannat Talwar,Consumer,India,Hyderabad,500001,2695fd7a-a,Technology,Phones,Phones - Harum,2731.69,10,0,506.14
e590ef0b,2025-03-21,2025-03-26,Second Class,c874d2,Raunak Chaudhari,Consumer,India,Delhi,110001,f8b6e6ba-7,Office Supplies,Pens,Pens - Tempora,3276.33,6,0.2,604.73
63e7e396,2025-05-03,2025-05-04,First Class,4ac997,Shayak Mammen,Home Office,India,Lucknow,226001,4cd309f0-b,Furniture,Tables,Tables - Aspernatur,3461.34,5,0.3,185.55
2a7699a7,2024-09-03,2024-09-04,First Class,0218ce,Jayan Mahal,Corporate,India,Kolkata,700001,f12b2e09-8,Office Supplies,Pens,Pens - At,4281.36,5,0.3,385.59
83c7f046,2024-08-03,2024-08-05,Second Class,0517b9,Riya Saraf,Corporate,India,Delhi,110001,f1a4b486-9,Technology,Phones,Phones - Velit,1031.83,9,0.2,139.81
687cdd05,2024-09-24,2024-09-28,Second Class,fb97b4,Prisha Sen,Corporate,India,Chennai,600001,672d67db-e,Furniture,Tables,Tables - Harum,414.12,1,0.2,76.28
2f6cea39,2024-10-06,2024-10-11,First Class,5d6fd0,Sara Iyer,Corporate,India,Mumbai,400001,25f1dd1d-b,Technology,Phones,Phones - Accusamus,912.66,1,0.1,76.15
0e64339c,2024-06-29,2024-07-02,Same Day,bdffc1,Anika Chahal,Home Office,India,Hyderabad,500001,373d230f-e,Technology,Phones,Phones - In,1815.08,9,0.3,298.39
3739eadb,2025-01-06,2025-01-12,Same Day,6fd950,Shanaya Contractor,Home Office,India,Mumbai,400001,7302d197-c,Office Supplies,Pens,Pens - Temporibus,2436.13,10,0.3,162.67
fe2967aa,2024-09-11,2024-09-17,Second Class,c2e4c0,Armaan Sarna,Home Office,India,Chennai,600001,d5edf568-2,Technology,Phones,Phones - Voluptate,2023.87,4,0.2,125.47
bc1986ec,2024-10-17,2024-10-21,Second Class,fa9740,Urvi Jhaveri,Home Office,India,Pune,411001,b8e9b778-e,Office Supplies,Binders,Binders - Quis,6102.4,7,0,401.24
55636ae0,2025-04-08,2025-04-11,First Class,8d1dcf,Neysa Dewan,Consumer,India,Mumbai,400001,fbe394f9-8,Office Supplies,Pens,Pens - Molestiae,8136.74,10,0.2,773.96
752b9958,2025-05-12,2025-05-18,Same Day,42caaf,Mohanlal Dugal,Consumer,India,Chennai,600001,5ea37793-0,Technology,Copiers,Copiers - Quisquam,2390.17,6,0.3,349.49
df8ca7ce,2025-06-08,2025-06-13,Second Class,b3a32e,Riaan Desai,Consumer,India,Kolkata,700001,4c3a86ec-3,Furniture,Chairs,Chairs - Error,574.52,1,0,98.46
a3af3b17,2024-08-02,2024-08-05,Same Day,430470,Umang Saini,Consumer,India,Jaipur,302001,69148988-9,Office Supplies,Pens,Pens - Culpa,2679.17,5,0.3,98.09
09b67455,2024-07-08,2024-07-13,Second Class,e79189,Misha Konda,Home Office,India,Bengaluru,560001,e0e09eae-0,Office Supplies,Binders,Binders - Praesentium,2738.49,5,0,227.47
57146183,2025-06-11,2025-06-15,Same Day,a6eb51,Samar Sahni,Home Office,India,Pune,411001,7dfcd5f4-2,Office Supplies,Paper,Paper - Voluptatem,8079.12,10,0,1184.16
1ab47d10,2024-12-05,2024-12-08,Standard Class,1857cd,Emir Sant,Consumer,India,Ahmedabad,380001,92604df8-3,Furniture,Tables,Tables - Omnis,505.53,4,0.2,20.87
f3cdb7ff,2024-10-23,2024-10-28,Second Class,fbc66c,Onkar Kota,Home Office,India,Mumbai,400001,1ec7b20e-7,Furniture,Chairs,Chairs - Ducimus,667.01,3,0.3,50.52
8fcf9920,2024-10-07,2024-10-09,Standard Class,633238,Kanav Bhargava,Consumer,India,Jaipur,302001,908089c8-c,Furniture,Chairs,Chairs - Repellat,3218.28,5,0.3,386.62
52fe66cc,2025-06-14,2025-06-16,Same Day,7ebd8e,Dharmajan Chowdhury,Corporate,India,Hyderabad,500001,86429864-e,Office Supplies,Binders,Binders - Facilis,3607.53,4,0.3,581.78
b4bb91f6,2025-03-15,2025-03-20,Second Class,097c16,Kiara Thaker,Corporate,India,Lucknow,226001,265f1d01-2,Office Supplies,Paper,Paper - Officia,3116.6,8,0.2,404.93
7f9ad4e0,2025-02-08,2025-02-15,Same Day,85fe9a,Yuvaan Srivastava,Consumer,India,Bengaluru,560001,ec6a168e-f,Office Supplies,Paper,Paper - Nam,646.12,6,0.1,94.92
96427091,2024-07-24,2024-07-29,Standard Class,4668ff,Ritvik Acharya,Home Office,India,Jaipur,302001,8562d314-3,Technology,Copiers,Copiers - Labore,1563.08,9,0.2,176.58
d2a070dc,2025-04-29,2025-05-02,Second Class,cc6527,Hrishita Dasgupta,Consumer,India,Hyderabad,500001,9f9db0ea-1,Office Supplies,Paper,Paper - Ex,2403.64,5,0,129.99
2fbba815,2024-10-19,2024-10-23,Standard Class,85ee09,Madhav Dugar,Home Office,India,Hyderabad,500001,074f1bdd-0,Technology,Phones,Phones - Eum,4235.21,9,0.3,694.84
8ed2711c,2025-01-08,2025-01-11,Second Class,3713d2,Eshani Raju,Corporate,India,Pune,411001,4a0aa2b2-e,Office Supplies,Paper,Paper - Distinctio,3646.81,5,0,447.06
9b5498c4,2024-12-20,2024-12-24,Standard Class,4b59d0,Tanya Contractor,Home Office,India,Mumbai,400001,cda75003-4,Furniture,Bookcases,Bookcases - Ullam,2383.02,5,0.1,274.55
30ffda8c,2025-01-28,2025-01-31,Standard Class,ef5e55,Anika Sridhar,Home Office,India,Jaipur,302001,cfb2ecb8-7,Office Supplies,Binders,Binders - Cum,5765.01,8,0.2,824.98
191e7c0d,2024-06-27,2024-06-30,Second Class,fffd0b,Ivan Dash,Corporate,India,Hyderabad,500001,a23d643f-6,Furniture,Bookcases,Bookcases - Quasi,2867.28,6,0,484.09
559a3ec0,2025-06-01,2025-06-08,First Class,6e7120,Ishita Rau,Consumer,India,Jaipur,302001,4e8dd7d4-e,Office Supplies,Paper,Paper - Laudantium,603.67,2,0.1,109.76
3a3c80bb,2025-04-15,2025-04-17,First Class,773b21,Kanav Hayer,Home Office,India,Mumbai,400001,34fa7757-a,Office Supplies,Binders,Binders - Quibusdam,1395.97,6,0,133.63
7b874550,2024-10-19,2024-10-24,Same Day,8121b2,Zara Mandal,Consumer,India,Lucknow,226001,6266a324-5,Office Supplies,Paper,Paper - Blanditiis,3494.66,9,0.2,242.01
a5f2c36a,2024-09-20,2024-09-27,First Class,9b988a,Nishith Tak,Corporate,India,Bengaluru,560001,1ceb8895-e,Office Supplies,Paper,Paper - Veritatis,404.84,1,0,36.37
fc4d39e4,2025-05-22,2025-05-28,First Class,e0fc59,Divit Datta,Home Office,India,Jaipur,302001,637c3212-7,Office Supplies,Paper,Paper - Sit,7463.82,8,0.3,701.12
c7a310b3,2025-06-06,2025-06-12,Same Day,5472f2,Raunak Korpal,Consumer,India,Lucknow,226001,6eab835f-f,Office Supplies,Binders,Binders - Reiciendis,3621.09,4,0.1,478.52
e9168f6f,2024-08-08,2024-08-14,Standard Class,c7c396,Amira Sengupta,Corporate,India,Bengaluru,560001,0835cc31-c,Technology,Copiers,Copiers - Consectetur,1893.36,7,0.3,321.55
886b5434,2024-09-30,2024-10-01,Standard Class,9add65,Piya Ramachandran,Corporate,India,Chennai,600001,6f305ae0-d,Furniture,Chairs,Chairs - Nam,2360.18,5,0.1,454.84
906f76e3,2025-04-24,2025-04-28,Second Class,0b1407,Hrishita Barad,Consumer,India,Hyderabad,500001,397731d8-0,Office Supplies,Binders,Binders - Fuga,784.38,1,0.3,117.96
f19740af,2025-02-28,2025-03-04,Same Day,4dfabb,Urvi Sawhney,Corporate,India,Ahmedabad,380001,9416cb7b-4,Office Supplies,Binders,Binders - Tempora,426.86,2,0.3,49.71
9c461eaf,2025-05-09,2025-05-10,Second Class,b844b4,Rati Devan,Home Office,India,Chennai,600001,9f09e306-f,Office Supplies,Pens,Pens - Commodi,4767.1,8,0.2,616.15
2904ea93,2024-11-29,2024-12-04,Standard Class,eab5d0,Chirag Chaudhari,Consumer,India,Delhi,110001,856bb7cb-1,Office Supplies,Binders,Binders - Sint,845.49,7,0,182.02
2873412c,2024-07-18,2024-07-24,Same Day,83b1cd,Lavanya Srinivas,Home Office,India,Ahmedabad,380001,39314b3b-d,Furniture,Tables,Tables - Ut,1383.65,2,0.1,161.1
6973d909,2025-04-03,2025-04-04,Second Class,37f84a,Vaibhav Sidhu,Consumer,India,Delhi,110001,4174c181-e,Office Supplies,Paper,Paper - Velit,8390.8,10,0,952.04
c9681956,2024-07-17,2024-07-24,Second Class,67ad32,Krish Devi,Corporate,India,Kolkata,700001,e697a673-e,Technology,Accessories,Accessories - Iusto,2744.64,3,0.2,390.76
fca7edd8,2024-08-07,2024-08-14,Standard Class,60f0c6,Divyansh Ganguly,Consumer,India,Pune,411001,15bc3fe3-3,Office Supplies,Pens,Pens - Nihil,4037.23,7,0,348.19
cd1d3ac9,2024-08-01,2024-08-04,Second Class,be9f9a,Anahita Choudhary,Home Office,India,Delhi,110001,ef1c55e2-c,Furniture,Bookcases,Bookcases - Atque,457.6,2,0.2,88.87
eb61df9f,2025-02-05,2025-02-07,Same Day,276e08,Inaaya  Borra,Corporate,India,Lucknow,226001,ee7c85fb-a,Technology,Accessories,Accessories - Ipsam,2845.81,4,0,693.19
4ccbe14b,2024-06-30,2024-07-06,Standard Class,20bed4,Krish Dey,Corporate,India,Pune,411001,f43c4c23-5,Furniture,Chairs,Chairs - Laborum,9628.59,10,0.1,1200.43
